voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
0,0,9.8,1,0,5,2.65,61.48,0
1,20,6.2,1,0,3,1.67,56.29,0
0,0,9.8,1,0,11,2.65,69.19,0
0,0,8.4,1,0,2,2.27,58.88,0
0,0,9.9,1,0,3,2.67,58.05,0
1,50,11.1,2,0,4,3,55.95,0
0,0,11.6,0,0,1,3.13,62.01,0
0,0,12.2,0,0,5,3.29,50.84,0
1,34,11.8,1,0,7,3.19,47.13,0
1,27,7.2,0,0,6,1.94,62.11,0
0,0,14.7,3,0,2,3.97,58.64,0
0,0,6.4,0,1,4,1.73,48.19,0
0,0,9.1,1,0,4,2.46,66.96,0
1,32,16.6,0,0,3,4.48,42.81,0
0,0,5.6,2,0,5,1.51,42.19,0
1,36,3.8,1,0,4,1.03,64.86,0
1,15,10,2,0,3,2.7,73.25,0
1,32,6.7,5,0,4,1.81,65.02,0
0,0,10.4,2,1,9,2.81,55.07,0
0,0,3.8,3,0,9,1.03,47.27,0
0,0,12.8,0,0,1,3.46,69.09,0
0,0,7.7,2,0,2,2.08,49.62,0
0,0,9.1,2,0,2,2.46,55.08,0
0,0,13,1,1,3,3.51,73.05,0
0,0,4.3,0,0,3,1.16,51.41,0
0,0,10.8,1,0,4,2.92,55.03,0
1,34,12.5,4,0,4,3.38,60.62,0
0,0,14.4,4,0,2,3.89,67.91,0
0,0,10.5,2,0,6,2.84,44.08,0
0,0,8.3,0,0,3,2.24,62.6,0
0,0,9.4,0,0,5,2.54,61.36,0
0,0,10.7,1,0,4,2.89,53.87,0
0,0,15.9,2,0,2,4.29,50.34,0
0,0,10.2,2,0,2,2.75,57.41,0
0,0,16.7,2,0,3,4.51,54.33,0
1,23,10.2,1,0,3,2.75,49.73,0
0,0,9.8,2,0,3,2.65,61.46,0
0,0,14.9,3,0,4,4.02,63.83,0
0,0,12.9,1,0,12,3.48,48.51,0
0,0,10.9,2,0,6,2.94,68.24,0
0,0,11.8,1,0,6,3.19,46.64,0
0,0,9.8,0,0,2,2.65,65.25,0
1,40,13.4,0,0,4,3.62,45.3,0
0,0,7,1,0,5,1.89,44.59,0
0,0,13.3,0,0,5,3.59,65.91,0
0,0,7.3,1,0,5,1.97,45.4,0
1,31,11.5,4,0,1,3.11,74.46,0
1,19,7.8,0,0,2,2.11,61.93,0
0,0,9.8,0,0,5,2.65,41.99,0
0,0,14,0,0,2,3.78,63.04,0
1,19,4.1,1,0,4,1.11,55.92,0
0,0,10.5,1,1,5,2.84,62.03,0
0,0,10,2,1,5,2.7,64.96,0
0,0,12.9,2,0,7,3.48,51.48,0
0,0,9.8,7,0,4,2.65,62.86,0
0,0,8.4,3,0,4,2.27,56.68,0
0,0,10.3,1,0,5,2.78,47.78,0
0,0,8.6,1,0,18,2.32,45.32,0
1,20,7.3,1,0,1,1.97,63.99,0
0,0,9.1,1,0,4,2.46,69.43,0
0,0,5.4,1,0,5,1.46,67.41,0
1,30,11.6,0,0,7,3.13,60.55,0
0,0,8.4,1,0,3,2.27,49.38,0
0,0,8,1,0,5,2.16,64.4,0
1,20,10.2,0,0,6,2.75,58.16,0
0,0,7.9,2,0,2,2.13,47.5,0
1,22,6.4,1,0,12,1.73,52.59,0
0,0,10.4,0,0,5,2.81,39.35,0
0,0,7,1,0,6,1.89,65.97,0
0,0,11.8,0,0,4,3.19,50.73,0
0,0,11.5,1,1,5,3.11,57.19,0
0,0,6.7,0,0,2,1.81,57.73,0
0,0,13,1,0,5,3.51,68.44,0
0,0,9.7,1,0,6,2.62,46.37,0
0,0,8.9,2,0,5,2.4,59.84,0
0,0,7.9,1,0,4,2.13,65.78,0
0,0,10.8,1,0,6,2.92,54.76,0
0,0,11,3,0,5,2.97,69.13,0
1,12,10.5,2,0,3,2.84,56.75,0
0,0,12,3,0,5,3.24,72.22,0
1,28,8.3,1,0,6,2.24,52.5,0
0,0,7.3,1,1,5,1.97,48.97,0
1,24,11.6,1,0,3,3.13,45.69,0
0,0,12.5,1,0,3,3.38,60.01,0
1,31,13.2,2,0,2,3.56,59.87,0
1,30,7.8,0,0,2,2.11,72.1,0
0,0,12.3,0,0,3,3.32,70.86,0
0,0,9.6,1,0,5,2.59,67.21,0
0,0,14.5,3,0,4,3.92,65.72,0
0,0,11.5,1,0,3,3.11,47.8,0
0,0,9.4,1,0,3,2.54,48.98,0
0,0,16.2,1,0,3,4.37,59.44,0
0,0,10.5,2,0,2,2.84,62.33,0
0,0,9.9,1,0,7,2.67,55.28,0
0,0,14.1,3,0,5,3.81,60.46,0
1,31,13,0,0,2,3.51,68,0
0,0,12.1,2,0,3,3.27,42.26,0
1,37,10.6,1,0,3,2.86,60.53,0
0,0,11.1,1,0,3,3,47.09,0
0,0,5.2,2,0,6,1.4,61.76,0
0,0,11.8,0,0,4,3.19,53.23,0
1,25,7.1,2,0,7,1.92,54.41,0
0,0,14.6,1,0,9,3.94,62.33,0
0,0,6,5,0,3,1.62,72.32,0
0,0,12.2,2,0,2,3.29,52.05,0
1,23,9.8,1,0,4,2.65,59.02,0
0,0,10.1,0,0,2,2.73,44.23,0
0,0,11.5,1,0,5,3.11,42.64,0
1,32,10.8,6,0,4,2.92,66.08,0
1,28,9.4,4,0,6,2.54,73.42,0
0,0,12.5,1,0,6,3.38,60.38,0
1,34,9.2,0,0,4,2.48,56.88,0
0,0,14,3,0,5,3.78,60.29,0
0,0,12.5,3,1,3,3.38,51.67,0
0,0,7.8,1,0,7,2.11,36.85,0
0,0,13.6,1,0,3,3.67,58.91,0
1,42,11.2,1,0,8,3.02,64.55,0
0,0,9.4,3,0,5,2.54,64.28,0
0,0,6.5,0,0,4,1.76,60.56,0
1,28,6.4,2,0,3,1.73,43.14,0
0,0,10.5,1,0,2,2.84,51.26,0
0,0,10.5,0,0,4,2.84,57.59,0
0,0,6.5,0,0,4,1.76,43.87,0
0,0,8.3,0,0,2,2.24,61.27,0
0,0,9,1,0,2,2.43,57.3,0
0,0,8.5,1,0,2,2.3,56.67,0
0,0,12.8,2,0,5,3.46,53.31,0
0,0,14,0,0,6,3.78,57.63,0
0,0,15.6,3,0,3,4.21,53.31,0
0,0,15.6,1,0,2,4.21,61.85,0
0,0,12.9,2,0,2,3.48,53.19,0
0,0,7,0,0,10,1.89,63.66,0
0,0,9.1,0,0,7,2.46,60.59,0
0,0,9.7,2,0,2,2.62,57.69,0
0,0,10.7,2,0,2,2.89,70.41,0
0,0,7.3,1,0,3,1.97,49.6,0
0,0,7.1,3,0,8,1.92,60.3,0
1,35,11.8,2,0,2,3.19,46.72,0
0,0,8.4,3,0,5,2.27,70.28,0
0,0,12.4,2,0,6,3.35,69.69,0
1,31,13,0,0,4,3.51,63.54,0
1,25,12.2,1,0,2,3.29,51.87,0
1,29,8.4,3,0,6,2.27,65.85,0
0,0,7.2,3,0,5,1.94,62.95,0
0,0,10.1,0,0,4,2.73,44.29,0
1,21,9.5,2,0,1,2.57,54.41,0
1,26,9.9,1,0,3,2.67,53.11,0
1,34,6.3,1,0,12,1.7,51.51,0
1,38,7.4,2,0,5,2,59.59,0
0,0,6.6,1,0,3,1.78,36.76,0
0,0,10,2,0,3,2.7,52.52,0
1,29,14.3,0,0,2,3.86,79.69,0
0,0,13.2,1,0,3,3.56,36.7,0
0,0,17.5,0,0,4,4.73,53.22,0
0,0,5.9,6,0,3,1.59,60.76,0
0,0,12.1,3,0,4,3.27,60.19,0
0,0,12.5,0,0,5,3.38,69.77,0
0,0,12.1,2,0,2,3.27,60.15,0
0,0,11.2,3,1,8,3.02,63.39,0
0,0,8.6,0,0,9,2.32,66.01,0
1,29,8.9,1,0,3,2.4,62.98,0
1,30,9.4,3,0,4,2.54,47.13,0
0,0,12.1,1,0,4,3.27,44.61,0
0,0,10.6,1,0,3,2.86,49.55,0
0,0,10.1,0,0,2,2.73,40.89,0
0,0,10.5,1,0,2,2.84,47.62,0
1,27,10.6,1,0,4,2.86,66.09,0
1,36,9.8,3,0,5,2.65,75.37,0
0,0,10,2,0,11,2.7,56.97,0
0,0,12,0,0,4,3.24,57.52,0
0,0,10.1,0,0,10,2.73,55.83,0
0,0,10.4,0,0,2,2.81,61.45,0
1,32,8.2,1,0,5,2.21,50.57,0
1,32,12.6,3,0,9,3.4,52.95,0
0,0,13.2,2,0,1,3.56,70.25,0
1,13,10.3,0,0,2,2.78,62.42,0
0,0,9.5,0,0,1,2.57,71.63,0
1,26,11.6,1,0,5,3.13,49.46,0
0,0,9.1,1,0,4,2.46,62.53,0
1,30,11,2,0,8,2.97,45.49,0
0,0,11.2,0,1,13,3.02,54.45,0
1,28,10.6,1,0,7,2.86,63.58,0
1,32,11.4,1,0,5,3.08,62.7,0
0,0,12.1,0,0,1,3.27,50.44,0
0,0,10,4,0,1,2.7,66.89,0
0,0,8.8,1,0,1,2.38,63.28,0
0,0,13.1,2,0,7,3.54,56.45,0
1,33,5.2,1,0,5,1.4,59.4,0
0,0,11.4,0,0,10,3.08,47.34,0
1,21,10.8,2,0,6,2.92,73.94,0
0,0,8.5,1,0,7,2.3,49.36,0
0,0,14.1,3,0,3,3.81,60.24,0
1,17,11.3,0,0,5,3.05,64.86,0
1,24,9.4,3,0,2,2.54,68.54,0
0,0,10.6,0,0,6,2.86,73.84,0
0,0,10.2,3,0,11,2.75,56.53,0
1,16,5.6,2,0,4,1.51,47.22,0
1,25,8.7,3,0,1,2.35,48.17,0
0,0,8.3,5,0,3,2.24,58.74,0
0,0,10.4,2,0,4,2.81,58.31,0
0,0,11.4,3,0,5,3.08,42.92,0
0,0,10.8,1,0,3,2.92,65.94,0
1,36,10.3,1,0,2,2.78,41.9,0
0,0,14.7,3,0,5,3.97,49.91,0
0,0,13.3,2,0,3,3.59,49.63,0
0,0,7.1,2,0,5,1.92,56.6,0
0,0,15.2,5,0,6,4.1,73.8,0
1,31,10.7,1,0,4,2.89,69.99,0
0,0,12.8,2,0,4,3.46,56.66,0
0,0,10,3,0,4,2.7,46.9,0
0,0,8.8,3,0,4,2.38,60.57,0
0,0,13.9,1,0,5,3.75,65.18,0
0,0,8.5,4,0,4,2.3,64.73,0
0,0,11.9,1,0,4,3.21,65.32,0
1,14,10.7,2,0,5,2.89,58.78,0
0,0,9.5,1,0,4,2.57,69.52,0
0,0,10.5,2,0,4,2.84,62.12,0
1,47,6.3,2,0,3,1.7,56.43,0
0,0,9.6,2,0,4,2.59,46.95,0
0,0,10.4,3,0,1,2.81,48.18,0
0,0,9.3,3,0,5,2.51,61.86,0
0,0,7.8,1,0,6,2.11,64.61,0
0,0,2.1,0,0,5,0.57,67,0
0,0,10,2,0,5,2.7,68.73,0
0,0,13.3,0,0,3,3.59,51.55,0
1,30,6.9,2,0,3,1.86,73.4,0
0,0,11,1,0,5,2.97,69.02,0
1,44,9.1,1,0,3,2.46,64.88,0
0,0,9,1,0,2,2.43,61.68,0
0,0,7.5,0,0,6,2.03,52.51,0
0,0,9.7,1,0,6,2.62,64.93,0
0,0,12.3,3,0,5,3.32,72.25,0
0,0,12.9,3,0,4,3.48,55.97,0
1,28,8.3,0,0,3,2.24,77.67,0
0,0,8.1,0,0,4,2.19,44.21,0
1,41,12.8,1,0,5,3.46,51.38,0
0,0,13.8,0,0,5,3.73,59.47,0
0,0,9.4,1,0,4,2.54,60.15,0
0,0,12.2,1,1,4,3.29,44.94,0
0,0,10.1,5,0,4,2.73,62.26,0
0,0,7.8,3,0,8,2.11,58.45,0
0,0,8.4,2,0,4,2.27,51.57,0
0,0,6.8,0,0,3,1.84,60.85,0
0,0,11.9,0,0,3,3.21,68.31,0
0,0,9.4,3,0,6,2.54,56.42,0
0,0,8.2,1,1,5,2.21,65.1,0
1,37,5,2,0,3,1.35,57.51,0
0,0,10.8,1,0,3,2.92,42.65,0
1,41,13.4,0,0,1,3.62,53.96,0
1,29,9.7,2,0,9,2.62,64.19,0
0,0,12.2,1,0,3,3.29,58.15,0
0,0,11.3,0,0,2,3.05,72.99,0
1,32,12.8,2,0,2,3.46,53.14,0
0,0,11.8,1,0,5,3.19,51.43,0
0,0,9.7,1,1,4,2.62,35.25,0
1,32,8.8,1,0,5,2.38,65.26,0
0,0,6.9,3,0,4,1.86,61.64,0
1,40,6.4,1,0,3,1.73,74.66,0
0,0,10.5,1,0,9,2.84,70.85,0
0,0,10.2,1,0,13,2.75,52.58,0
1,22,11.7,0,0,2,3.16,82.14,0
0,0,10.4,2,0,5,2.81,64.62,0
0,0,11.4,1,1,3,3.08,64,0
0,0,12,2,0,6,3.24,34.32,0
0,0,12,1,0,7,3.24,59.23,0
0,0,8.8,3,1,9,2.38,58.6,0
1,31,9.4,1,0,6,2.54,56.15,0
1,24,2.4,0,0,3,0.65,59.65,0
1,30,13.2,1,0,8,3.56,72.99,0
1,18,13.4,2,0,9,3.62,61.43,0
1,12,10.2,0,0,5,2.75,65.08,0
0,0,8.5,1,0,6,2.3,57.99,0
1,29,11.7,3,1,6,3.16,50.83,0
0,0,16.7,2,0,2,4.51,60.35,0
0,0,8.4,2,0,3,2.27,71.13,0
0,0,10.7,0,0,2,2.89,54.09,0
0,0,15,5,0,6,4.05,68.87,0
0,0,7.8,1,0,10,2.11,62.44,0
0,0,4.2,1,0,14,1.13,54.86,0
1,27,6.6,1,0,5,1.78,61.58,0
0,0,9.9,1,0,3,2.67,65.31,0
0,0,6.3,0,0,7,1.7,47.42,0
1,25,4.9,3,0,2,1.32,51.19,0
1,34,7.5,0,0,8,2.03,67.18,0
0,0,10.9,1,1,7,2.94,53.19,0
1,33,10.2,2,0,7,2.75,53.69,0
0,0,5,1,0,3,1.35,69.04,0
1,30,8.4,0,0,2,2.27,64.55,0
0,0,7.2,1,0,7,1.94,70.02,0
0,0,12.6,3,0,2,3.4,40.82,0
0,0,11.5,0,0,3,3.11,56.88,0
0,0,11.7,0,0,6,3.16,68.97,0
0,0,13.5,0,0,4,3.65,57.96,0
0,0,9.2,2,0,4,2.48,71.6,0
0,0,11.7,0,0,3,3.16,62.55,0
1,24,9,1,0,4,2.43,53.15,0
1,30,14.7,1,0,5,3.97,68.76,0
0,0,17,3,0,1,4.59,73.66,0
0,0,13.3,2,0,5,3.59,56.98,0
0,0,13.4,2,0,5,3.62,66.53,0
0,0,15,1,0,2,4.05,50.93,0
0,0,13.9,1,0,2,3.75,67.86,0
0,0,7.3,1,0,6,1.97,52.25,0
0,0,10.1,1,0,5,2.73,55.46,0
0,0,6,2,0,1,1.62,50.27,0
1,24,5.9,0,0,2,1.59,45.48,0
1,33,9.7,3,0,4,2.62,60.2,0
0,0,8.8,1,0,3,2.38,65.82,0
0,0,10.5,1,1,5,2.84,65.11,0
0,0,12.8,2,0,6,3.46,59.94,0
0,0,12.5,2,0,1,3.38,49.07,0
0,0,14.7,3,0,8,3.97,73.65,0
0,0,8,1,0,5,2.16,61.61,0
1,22,8.8,1,0,2,2.38,63.8,0
0,0,10,2,0,9,2.7,52.21,0
0,0,10.6,2,0,6,2.86,70.01,0
1,43,8.3,2,0,5,2.24,67.07,0
0,0,5.1,1,0,8,1.38,60.71,0
1,31,7.7,3,0,4,2.08,71.4,0
0,0,12.4,3,0,4,3.35,73.76,0
1,27,13.2,1,0,2,3.56,54.49,0
0,0,11.8,0,0,7,3.19,48.07,0
1,30,13.1,0,0,8,3.54,66.98,0
0,0,4.9,1,0,9,1.32,55.4,0
0,0,13.2,1,0,5,3.56,49.84,0
0,0,0,0,0,0,0,44.07,0
0,0,11.7,1,0,4,3.16,52.75,0
0,0,9.1,0,0,4,2.46,56.46,0
0,0,12.3,1,0,3,3.32,38.65,0
0,0,11.7,1,0,5,3.16,62.11,0
0,0,9,1,0,2,2.43,61.48,0
1,33,11.3,1,0,3,3.05,65.46,0
0,0,12.3,1,0,4,3.32,43.44,0
0,0,11,2,0,4,2.97,56.64,0
1,21,7.1,1,0,3,1.92,50.44,0
0,0,7.8,1,1,3,2.11,52.98,0
1,26,11.5,2,0,7,3.11,50.79,0
1,22,11.5,2,0,7,3.11,69.35,0
1,29,8.1,1,0,3,2.19,44.06,0
0,0,17.8,4,0,4,4.81,66.59,0
0,0,13.3,1,0,6,3.59,65.56,0
0,0,12,4,1,4,3.24,71.21,0
0,0,13.6,2,0,17,3.67,53.98,0
0,0,6.9,2,0,5,1.86,59.52,0
0,0,14.2,2,0,4,3.83,66.99,0
0,0,10,1,0,5,2.7,41,0
0,0,9.1,1,0,4,2.46,58.64,0
1,18,6.5,0,0,4,1.76,44.76,0
1,29,12.3,0,0,9,3.32,59.75,0
0,0,7.8,1,1,8,2.11,61.15,0
0,0,11.6,2,0,4,3.13,58.56,0
0,0,15.9,3,0,6,4.29,54.39,0
0,0,13.2,3,0,8,3.56,53.2,0
0,0,11.6,1,0,4,3.13,57.52,0
0,0,9.3,2,0,4,2.51,56.28,0
0,0,14.9,1,0,7,4.02,54.4,0
0,0,11.8,2,0,5,3.19,52.17,0
1,36,9.9,2,0,6,2.67,60.1,0
0,0,9.6,3,0,4,2.59,63.53,0
0,0,14.1,2,0,6,3.81,67.74,0
1,25,13.7,0,0,4,3.7,77.01,0
0,0,4.5,0,0,4,1.22,62.52,1
0,0,10.3,5,0,2,2.78,49.42,1
0,0,10.7,1,0,6,2.89,74.89,1
0,0,15.4,4,0,4,4.16,51.01,1
1,36,8.8,1,0,4,2.38,50.7,1
0,0,13.2,1,0,2,3.56,76.5,1
0,0,4.5,0,0,4,1.22,62.52,1
0,0,6.9,1,0,6,1.86,76.64,1
0,0,8.8,0,0,4,2.38,74.93,1
0,0,7.4,1,0,5,2,39.57,1
0,0,12.9,3,1,2,3.48,52.54,1
0,0,8.7,0,0,3,2.35,84.93,1
0,0,11.5,1,0,5,3.11,79.97,1
0,0,10.4,8,0,8,2.81,52.73,1
0,0,13.8,3,0,3,3.73,75.47,1
0,0,10.6,0,0,4,2.86,62.82,1
0,0,9.3,0,0,2,2.51,63.22,1
0,0,9.8,0,0,2,2.65,76.29,1
0,0,9.5,1,0,2,2.57,78.93,1
0,0,8.8,7,0,3,2.38,52.56,1
0,0,14.2,2,0,2,3.83,81.07,1
0,0,11.5,3,0,3,3.11,76.4,1
1,27,12.3,1,0,4,3.32,59.37,1
0,0,12.7,3,0,4,3.43,75.67,1
0,0,9,4,0,6,2.43,53.67,1
0,0,10.3,5,0,2,2.78,49.42,1
0,0,7.4,2,1,2,2,59.93,1
0,0,11.5,0,0,3,3.11,79.38,1
0,0,11,0,1,2,2.97,71.1,1
0,0,9.4,2,0,4,2.54,83.14,1
0,0,8.6,2,0,3,2.32,49.53,1
0,0,11.5,1,0,5,3.11,79.97,1
0,0,13.9,2,1,3,3.75,66.98,1
0,0,13.2,1,0,2,3.56,76.5,1
0,0,9.8,0,1,1,2.65,57.79,1
0,0,11.2,1,0,4,3.02,78.15,1
0,0,10.9,2,0,5,2.94,40.97,1
0,0,13,1,0,2,3.51,75.54,1
0,0,10.3,1,0,3,2.78,82.29,1
0,0,7.9,5,0,2,2.13,47.64,1
0,0,11.1,2,0,6,3,74.11,1
0,0,9.2,4,1,1,2.48,52.44,1
0,0,8.5,0,0,5,2.3,80.74,1
1,36,10.5,3,0,5,2.84,68.38,1
0,0,9.2,2,0,5,2.48,43.12,1
0,0,15.3,0,0,6,4.13,69.36,1
0,0,11,5,0,9,2.97,52.25,1
0,0,11.8,1,0,3,3.19,79.68,1
0,0,14.5,1,1,7,3.92,56.75,1
0,0,13.9,2,1,5,3.75,75.48,1
0,0,10.5,2,0,3,2.84,76.34,1
0,0,8.9,1,0,5,2.4,84.1,1
0,0,13.4,0,0,4,3.62,84.82,1
0,0,13.7,0,0,4,3.7,83.37,1
0,0,10.1,3,0,5,2.73,85.53,1
0,0,10.2,1,0,6,2.75,51.9,1
0,0,11.7,4,0,2,3.16,52.04,1
0,0,10.3,5,0,2,2.78,49.42,1
0,0,8.8,0,0,4,2.38,74.93,1
1,35,10.1,2,0,4,2.73,57.8,1
0,0,7.4,2,1,2,2,59.93,1
0,0,8.8,1,0,5,2.38,75.25,1
0,0,9.5,1,0,3,2.57,77.48,1
1,32,8.6,2,0,6,2.32,49.44,1
0,0,11.1,2,0,6,3,74.11,1
0,0,7.5,2,0,4,2.03,75.31,1
0,0,12.1,2,1,2,3.27,67.72,1
1,35,10.1,2,0,4,2.73,57.8,1
0,0,9,4,0,6,2.43,53.67,1
0,0,8.3,2,0,5,2.24,64.77,1
0,0,16.4,3,0,5,4.43,77.14,1
0,0,10.2,5,0,2,2.75,52.27,1
1,33,13.5,1,0,3,3.65,61.89,1
0,0,13.9,1,0,4,3.75,74.64,1
0,0,10,3,0,3,2.7,74.67,1
0,0,13.9,2,0,1,3.75,75.86,1
1,28,9.2,4,0,6,2.48,55.92,1
0,0,12.1,1,0,4,3.27,76.59,1
0,0,15.3,0,0,6,4.13,69.36,1
0,0,9.7,2,0,4,2.62,80.07,1
0,0,13.5,4,0,4,3.65,56.45,1
0,0,9.2,5,0,3,2.48,56.56,1
0,0,8.3,2,0,5,2.24,64.77,1
0,0,8.5,4,0,5,2.3,53.6,1
0,0,13.9,2,1,3,3.75,66.98,1
0,0,10.7,2,0,4,2.89,75.52,1
0,0,14,2,0,9,3.78,82.45,1
0,0,14.8,1,0,2,4,77.1,1
0,0,15.3,1,1,6,4.13,74.05,1
0,0,14.1,1,1,4,3.81,52.18,1
0,0,11.6,0,0,2,3.13,66.37,1
1,44,14.1,2,0,7,3.81,61.27,1
0,0,12.4,4,0,4,3.35,56.58,1
0,0,8.4,1,0,4,2.27,78.67,1
1,36,10.5,3,0,5,2.84,68.38,1
0,0,13.9,0,0,6,3.75,74.83,1
1,30,12.8,4,0,4,3.46,49.33,1
0,0,11.5,1,0,5,3.11,79.97,1
0,0,8.9,3,0,8,2.4,76.89,1
0,0,13.8,4,0,3,3.73,55.2,1
0,0,13.4,0,0,4,3.62,84.82,1
0,0,13.8,2,1,3,3.73,47.38,1
0,0,12.7,2,0,2,3.43,82.51,1
0,0,9,0,0,1,2.43,80.98,1
0,0,10.2,5,0,2,2.75,52.27,1
0,0,9.9,2,0,5,2.67,77.54,1
0,0,10.7,3,0,2,2.89,75.87,1
1,28,9.2,4,0,6,2.48,55.92,1
0,0,9.2,5,0,3,2.48,56.56,1
0,0,7.9,2,0,2,2.13,79.39,1
0,0,7.7,1,1,2,2.08,54.62,1
0,0,13.7,1,0,8,3.7,78.82,1
0,0,12.3,3,0,5,3.32,87.28,1
0,0,9.2,5,0,3,2.48,56.56,1
1,32,8.6,2,0,6,2.32,49.44,1
0,0,13.5,1,0,8,3.65,80.01,1
0,0,12,2,0,5,3.24,78.53,1
0,0,8.7,2,0,3,2.35,77.88,1
0,0,14.3,1,1,6,3.86,67.42,1
0,0,9.4,1,0,4,2.54,76.91,1
0,0,8.9,3,0,2,2.4,76.22,1
0,0,10.1,1,0,2,2.73,61.22,1
0,0,11.6,2,0,2,3.13,58.7,1
0,0,9.6,1,0,5,2.59,74.25,1
0,0,12.9,2,0,4,3.48,82.96,1
0,0,10.4,0,0,6,2.81,84.56,1
0,0,12.7,3,0,4,3.43,75.67,1
0,0,6,3,0,3,1.62,75.56,1
0,0,14.1,1,1,4,3.81,52.18,1
1,28,11.5,4,0,3,3.11,56.33,1
0,0,12.9,2,0,4,3.48,82.96,1
0,0,8.5,4,0,5,2.3,53.6,1
0,0,8.7,0,0,3,2.35,63.18,1
0,0,13.7,0,0,4,3.7,83.37,1
0,0,10.4,0,0,4,2.81,74.66,1
0,0,10.8,2,1,2,2.92,50.47,1
0,0,9.2,5,0,3,2.48,56.56,1
0,0,7.4,2,1,2,2,59.93,1
0,0,14.7,0,0,4,3.97,78.4,1
0,0,12.7,2,0,2,3.43,82.51,1
0,0,12.9,0,0,7,3.48,80.35,1
0,0,7.3,2,0,4,1.97,75.63,1
0,0,18.3,1,0,6,4.94,74.41,1
0,0,11.6,4,0,3,3.13,45.12,1
0,0,11.6,2,1,2,3.13,52.55,1
1,26,9.3,1,0,8,2.51,61.15,1
0,0,12.2,4,0,2,3.29,51.56,1
0,0,14.7,0,0,4,3.97,78.4,1
0,0,10.3,0,0,3,2.78,49.76,1
0,0,12.4,4,0,4,3.35,56.58,1
0,0,8.7,0,0,3,2.35,84.93,1
0,0,8.9,3,0,2,2.4,76.22,1
0,0,13.7,1,0,8,3.7,78.82,1
0,0,18.3,1,0,6,4.94,74.41,1
0,0,7.8,4,0,2,2.11,55.72,1
0,0,9.7,6,0,2,2.62,52.53,1
0,0,7.7,1,1,2,2.08,54.62,1
0,0,14,2,0,9,3.78,82.45,1
0,0,9.7,6,0,2,2.62,52.53,1
1,30,12.8,4,0,4,3.46,49.33,1
0,0,9.7,6,0,2,2.62,52.53,1
0,0,15.3,0,0,6,4.13,69.36,1
0,0,10.1,1,0,2,2.73,61.22,1
0,0,9.7,6,0,2,2.62,52.53,1
0,0,11.8,1,0,3,3.19,79.68,1
0,0,14.1,0,1,4,3.81,59.36,1
0,0,13.3,0,0,9,3.59,54.66,1
0,0,14.5,1,1,7,3.92,56.75,1
0,0,8.9,1,0,3,2.4,80.44,1
0,0,14.7,0,0,4,3.97,78.4,1
0,0,7.5,0,0,4,2.03,76.08,1
0,0,14.1,0,1,4,3.81,59.36,1
0,0,11.1,2,0,6,3,74.11,1
0,0,12.4,4,0,4,3.35,56.58,1
0,0,13.4,0,0,4,3.62,84.82,1
0,0,8.9,3,0,2,2.4,76.22,1
0,0,11.6,2,1,2,3.13,52.55,1
0,0,11.8,0,0,4,3.19,51.13,1
0,0,10.5,4,0,6,2.84,56.22,1
0,0,13.8,1,1,2,3.73,57.34,1
0,0,13.5,1,0,6,3.65,63.06,1
0,0,13.8,2,1,3,3.73,47.38,1
0,0,7.5,2,0,4,2.03,75.31,1
0,0,8.3,1,0,3,2.24,62.33,1
0,0,11.6,2,1,2,3.13,52.55,1
0,0,7.9,1,0,5,2.13,48.45,1
0,0,11.5,1,0,2,3.11,82.26,1
0,0,4.5,3,0,15,1.22,74.36,1
0,0,10.7,2,0,4,2.89,75.52,1
0,0,6.9,1,0,2,1.86,47.27,1
0,0,10.1,1,0,2,2.73,61.22,1
0,0,11.6,4,0,3,3.13,45.12,1
0,0,8.9,2,0,6,2.4,78.8,1
1,35,10.1,2,0,4,2.73,57.8,1
0,0,10.3,1,0,15,2.78,48.5,1
0,0,8.9,2,0,6,2.4,78.8,1
0,0,10.9,4,0,3,2.94,55.93,1
0,0,10.8,2,1,2,2.92,50.47,1
0,0,7.9,4,0,3,2.13,54.22,1
0,0,10,3,0,3,2.7,74.67,1
0,0,9.3,7,0,3,2.51,49.34,1
0,0,10,1,0,2,2.7,79.03,1
1,44,14.1,2,0,7,3.81,61.27,1
0,0,12,3,0,2,3.24,55.73,1
1,35,10.1,2,0,4,2.73,57.8,1
0,0,11.5,1,0,2,3.11,82.26,1
0,0,9.5,4,0,3,2.57,52.5,1
0,0,11.9,4,0,3,3.21,46.91,1
0,0,11.8,1,0,3,3.19,79.68,1
0,0,14.3,3,0,3,3.86,74.75,1
0,0,8,0,1,3,2.16,74.91,1
0,0,9.4,2,1,2,2.54,57.9,1
0,0,8.9,3,0,2,2.4,76.22,1
0,0,13.9,1,0,4,3.75,74.64,1
0,0,18.3,1,0,6,4.94,74.41,1
1,44,14.1,2,0,7,3.81,61.27,1
0,0,10.3,1,0,15,2.78,48.5,1
0,0,9.5,1,0,3,2.57,77.48,1
0,0,11.5,1,0,5,3.11,79.97,1
0,0,8.7,0,0,3,2.35,84.93,1
0,0,14.5,1,1,7,3.92,56.75,1
0,0,7.5,5,0,3,2.03,49.47,1
0,0,9.8,0,0,2,2.65,76.29,1
0,0,7.3,2,0,4,1.97,75.63,1
0,0,11.7,5,0,4,3.16,54.52,1
0,0,9.7,6,0,2,2.62,52.53,1
